breed,original_path,new_path,moved
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_187__aug1_holstein-friesian_98.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_187__aug1_holstein-friesian_98.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_192__aug1_holstein-friesian_104.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_192__aug1_holstein-friesian_104.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_198__aug1_holstein-friesian_110.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_198__aug1_holstein-friesian_110.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_200__aug1_holstein-friesian_114.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_200__aug1_holstein-friesian_114.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_211__aug1_holstein-friesian_126.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_211__aug1_holstein-friesian_126.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_221__aug1_holstein-friesian_97.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_221__aug1_holstein-friesian_97.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_235__aug1_holstein-friesian_151.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_235__aug1_holstein-friesian_151.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_240__aug1_holstein-friesian_157.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_240__aug1_holstein-friesian_157.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_242__aug1_holstein-friesian_159.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_242__aug1_holstein-friesian_159.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_243__aug1_holstein-friesian_160.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_243__aug1_holstein-friesian_160.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_246__aug1_holstein-friesian_163.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_246__aug1_holstein-friesian_163.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_247__aug1_holstein-friesian_164.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_247__aug1_holstein-friesian_164.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_248__aug1_holstein-friesian_165.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_248__aug1_holstein-friesian_165.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_249__aug1_holstein-friesian_166.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_249__aug1_holstein-friesian_166.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_255__aug1_holstein-friesian_173.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_255__aug1_holstein-friesian_173.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_25__aug1_holstein-friesian_167.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_25__aug1_holstein-friesian_167.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_260__aug1_holstein-friesian_179.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_260__aug1_holstein-friesian_179.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_264__aug1_holstein-friesian_183.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_264__aug1_holstein-friesian_183.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_273__aug1_holstein-friesian_193.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_273__aug1_holstein-friesian_193.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_277__aug1_holstein-friesian_197.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_277__aug1_holstein-friesian_197.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_283__aug1_holstein-friesian_204.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_283__aug1_holstein-friesian_204.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_288__aug1_holstein-friesian_209.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_288__aug1_holstein-friesian_209.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_298__aug1_holstein-friesian_220.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_298__aug1_holstein-friesian_220.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_309__aug1_holstein-friesian_233.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_309__aug1_holstein-friesian_233.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_314__aug1_holstein-friesian_239.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_314__aug1_holstein-friesian_239.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_319__aug1_holstein-friesian_244.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_319__aug1_holstein-friesian_244.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_37__aug1_holstein-friesian_259.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_37__aug1_holstein-friesian_259.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_41__aug1_holstein-friesian_264.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_41__aug1_holstein-friesian_264.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_43__aug1_holstein-friesian_266.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_43__aug1_holstein-friesian_266.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_61__aug1_holstein-friesian_286.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_61__aug1_holstein-friesian_286.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_68__aug1_holstein-friesian_293.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_68__aug1_holstein-friesian_293.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_76__aug1_holstein-friesian_302.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_76__aug1_holstein-friesian_302.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_77__aug1_holstein-friesian_303.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_77__aug1_holstein-friesian_303.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_88__aug1_holstein-friesian_315.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_88__aug1_holstein-friesian_315.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_89__aug1_holstein-friesian_316.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_89__aug1_holstein-friesian_316.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_92__aug1_holstein-friesian_320.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS03__Holstein_Friesian_92__aug1_holstein-friesian_320.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0001__aug1_holstein-friesian_328.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0001__aug1_holstein-friesian_328.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0002__aug2_holstein-friesian_328.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0002__aug2_holstein-friesian_328.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0003__aug1_holstein-friesian_329.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0003__aug1_holstein-friesian_329.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0004__aug2_holstein-friesian_329.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0004__aug2_holstein-friesian_329.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0005__aug1_holstein-friesian_330.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0005__aug1_holstein-friesian_330.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0006__aug2_holstein-friesian_330.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0006__aug2_holstein-friesian_330.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0008__aug1_holstein-friesian_331.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0008__aug1_holstein-friesian_331.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0009__aug1_holstein-friesian_332.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0009__aug1_holstein-friesian_332.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0010__aug2_holstein-friesian_332.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0010__aug2_holstein-friesian_332.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0011__aug1_holstein-friesian_333.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0011__aug1_holstein-friesian_333.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0012__aug2_holstein-friesian_333.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0012__aug2_holstein-friesian_333.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0013__aug1_holstein-friesian_334.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0013__aug1_holstein-friesian_334.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0014__aug2_holstein-friesian_334.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0014__aug2_holstein-friesian_334.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0015__aug1_holstein-friesian_335.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0015__aug1_holstein-friesian_335.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0016__aug2_holstein-friesian_335.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0016__aug2_holstein-friesian_335.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0017__aug1_holstein-friesian_336.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0017__aug1_holstein-friesian_336.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0018__aug2_holstein-friesian_336.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0018__aug2_holstein-friesian_336.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0019__aug1_holstein-friesian_337.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0019__aug1_holstein-friesian_337.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0020__aug2_holstein-friesian_337.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0020__aug2_holstein-friesian_337.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0021__aug1_holstein-friesian_338.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0021__aug1_holstein-friesian_338.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0022__aug2_holstein-friesian_338.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0022__aug2_holstein-friesian_338.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0023__aug1_holstein-friesian_339.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0023__aug1_holstein-friesian_339.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0024__aug2_holstein-friesian_339.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0024__aug2_holstein-friesian_339.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0025__aug1_holstein-friesian_340.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0025__aug1_holstein-friesian_340.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0026__aug2_holstein-friesian_340.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0026__aug2_holstein-friesian_340.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0027__aug1_holstein-friesian_341.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0027__aug1_holstein-friesian_341.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0028__aug2_holstein-friesian_341.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0028__aug2_holstein-friesian_341.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0029__aug1_holstein-friesian_342.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0029__aug1_holstein-friesian_342.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0030__aug2_holstein-friesian_342.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0030__aug2_holstein-friesian_342.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0031__aug1_holstein-friesian_343.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0031__aug1_holstein-friesian_343.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0032__aug2_holstein-friesian_343.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0032__aug2_holstein-friesian_343.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0033__aug1_holstein-friesian_344.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0033__aug1_holstein-friesian_344.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0034__aug2_holstein-friesian_344.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0034__aug2_holstein-friesian_344.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0035__aug1_holstein-friesian_345.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0035__aug1_holstein-friesian_345.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0036__aug2_holstein-friesian_345.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0036__aug2_holstein-friesian_345.jpg,True
holstein-friesian,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS04__holstein-friesian_0037__aug1_holstein-friesian_346.jpg,D:\Projects\Federated_Learning\Master-Dataset\scrapped_photos\unexplained_discovered\holstein-friesian\DS04__holstein-friesian_0037__aug1_holstein-friesian_346.jpg,True
