path,breed,role
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_154.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_155.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_156.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_157.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_158.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_159.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_16.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_160.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_161.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_162.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_163.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_164.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_165.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_166.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_168.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_169.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_17.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_170.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_171.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_173.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_174.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_176.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_177.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_178.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_179.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_18.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_180.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_182.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_183.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_184.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_185.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_186.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_188.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_189.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_19.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_190.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_191.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_193.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_194.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_195.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_196.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_197.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_199.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_2.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_20.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_201.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_202.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_203.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_204.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_205.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_206.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_207.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_208.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_209.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_21.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_210.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_212.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_213.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_214.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_215.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_216.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_217.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_218.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_219.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_22.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_220.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_222.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_223.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_224.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_225.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_226.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_227.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_228.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_229.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_23.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_230.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_231.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_232.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_233.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_234.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_236.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_237.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_238.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_239.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_24.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_241.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_244.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_245.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_250.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_251.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_252.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_253.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_254.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_256.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_257.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_258.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_259.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_26.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_261.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_262.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_263.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_265.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_266.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_267.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_268.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_269.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_27.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_270.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_271.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_272.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_274.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_275.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_276.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_278.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_279.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_28.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_280.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_281.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_282.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_284.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_285.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_286.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_287.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_289.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_29.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_290.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_291.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_292.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_293.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_294.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_295.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_296.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_297.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_299.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_3.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_30.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_300.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_301.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_302.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_303.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_304.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_305.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_306.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_307.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_308.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_31.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_310.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_311.png,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_312.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_313.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_315.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_316.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_317.jpg,holstein-friesian,unique
D:\Projects\Federated_Learning\Master-Dataset\master_dataset\holstein-friesian\DS03__Holstein_Friesian_318.jpg,holstein-friesian,unique
