hash,breed_a,path_a,breed_b,path_b,md5_match,ssim_score,tier
fcf4206109ddf60e,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_74.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_74.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0066.jpg,False,,comparison_failed
fcf4206109ddf60e,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_74.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_39.jpg,kankrej,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_178.jpg,False,,comparison_failed
fcf4206109ddf60e,hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_39.jpg,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0041.jpg,False,,comparison_failed
fcf4206109ddf60e,hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_39.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_39.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0066.jpg,False,,comparison_failed
fcf4206109ddf60e,hariana,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hariana\DS02__Hariana_39.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,kankrej,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_178.jpg,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0041.jpg,False,,comparison_failed
fcf4206109ddf60e,kankrej,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_178.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,kankrej,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_178.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0066.jpg,False,,comparison_failed
fcf4206109ddf60e,kankrej,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kankrej\DS02__Kankrej_178.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0041.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_22.jpg,False,,comparison_failed
fcf4206109ddf60e,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0041.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0066.jpg,False,,comparison_failed
fcf4206109ddf60e,kenkatha,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kenkatha\DS04__kenkatha_0041.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_22.jpg,False,,comparison_failed
b1b9076e3d397809,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_75.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_132.jpg,False,,comparison_failed
b1b9076e3d397809,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_75.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0052.jpg,False,,comparison_failed
b1b9076e3d397809,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_75.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_132.jpg,False,,comparison_failed
b9b886677c09cbb0,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_95.jpg,malvi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\malvi\DS02__image_297x170_55.jpg,False,,comparison_failed
fa9cb560c8d1e16a,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_200x134_71.jpg,malvi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\malvi\DS02__image_200x134_76.jpg,False,,comparison_failed
ed869239c36c3371,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_200x150_70.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS04__kherigarh_0020.jpg,False,,comparison_failed
ed869239c36c3371,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_200x150_70.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS06__00000047.jpg,False,,comparison_failed
ed869239c36c3371,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_200x150_70.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS10__00000047.jpg,False,,comparison_failed
b91ec6e1611e1f2c,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_225x225_47.jpg,punganur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\punganur\DS02__Punganur_Cows_A_Guide_to_Owning_and_.jpg,False,,comparison_failed
c63834346ccdcf95,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_225x225_49.jpg,shweta-kapila,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\shweta-kapila\DS02__image_225x225_50.jpg,False,,comparison_failed
bb1e97d1e0628333,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_226x223_50.jpg,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Untitled.jpg,False,,comparison_failed
bb1e97d1e0628333,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_226x223_50.jpg,malvi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\malvi\DS02__image_226x223_63.jpg,False,,comparison_failed
bb1e97d1e0628333,bachaur,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\bachaur\DS02__Untitled.jpg,malvi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\malvi\DS02__image_226x223_63.jpg,False,,comparison_failed
81c577387e8f808f,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_234x215_66.jpg,hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_56.jpg,False,,comparison_failed
e99e9761348bc364,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_236x135_69.jpg,malvi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\malvi\DS02__image_236x135_74.jpg,False,,comparison_failed
84d0746e1b3b999d,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_243x207_56.jpg,gangatiri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_243x207_47.jpg,False,,comparison_failed
84d0746e1b3b999d,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_243x207_56.jpg,hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_98.jpg,False,,comparison_failed
84d0746e1b3b999d,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_243x207_56.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_101.jpg,False,,comparison_failed
84d0746e1b3b999d,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_243x207_56.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0018.jpg,False,,comparison_failed
84d0746e1b3b999d,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_243x207_56.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_101.jpg,False,,comparison_failed
84d0746e1b3b999d,gangatiri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_243x207_47.jpg,hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_98.jpg,False,,comparison_failed
84d0746e1b3b999d,gangatiri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_243x207_47.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_101.jpg,False,,comparison_failed
84d0746e1b3b999d,gangatiri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_243x207_47.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0018.jpg,False,,comparison_failed
84d0746e1b3b999d,gangatiri,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\gangatiri\DS02__image_243x207_47.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_101.jpg,False,,comparison_failed
84d0746e1b3b999d,hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_98.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_101.jpg,False,,comparison_failed
84d0746e1b3b999d,hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_98.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0018.jpg,False,,comparison_failed
84d0746e1b3b999d,hallikar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\hallikar\DS02__Hallikar_98.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_101.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_124.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0043.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_124.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_124.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0114.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS06__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_249x202_57.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_124.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0043.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_124.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_124.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0114.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS06__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_249x202_3.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0114.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS06__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS02__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0043.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0043.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0114.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0043.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS06__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS04__krishna_valley_0043.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0114.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS06__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS06__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS02__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS04__ongole_0114.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS06__Ongole_193.jpg,False,,comparison_failed
ed5996b43a82c535,krishna-valley,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\krishna-valley\DS10__Krishna_Valley_124.jpg,ongole,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ongole\DS10__Ongole_193.jpg,False,,comparison_failed
fa1e95d2e8c18563,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_259x195_27.jpg,kherigarh,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\kherigarh\DS02__image_259x195_2.jpg,False,,comparison_failed
fa9c87e3e0922e25,amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_259x195_28.jpg,tharparkar,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\tharparkar\DS02__Tharparkar_77.jpg,False,,comparison_failed
