breed,original_path,new_path,moved
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0014.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0016.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0017.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0018.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0020.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0021.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0023.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0024.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0025.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0028.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0029.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0032.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0035.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0037.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0042.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0044.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0050.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0051.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0053.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0062.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0063.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0065.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0071.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0075.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0076.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0077.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0080.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0083.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0085.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0088.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0090.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0094.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0101.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0104.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0106.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0107.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0110.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0111.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0114.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0117.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0118.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0121.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0123.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0124.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0127.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0129.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0130.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0133.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0134.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0135.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0136.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0139.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0140.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0142.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0143.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0144.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0148.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0149.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0151.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0152.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0153.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0155.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0157.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0159.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0161.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0162.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0163.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0164.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0166.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0168.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0169.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0171.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0177.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0178.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0179.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0180.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0182.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0183.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0185.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0188.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0189.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0193.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0196.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0197.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0200.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0201.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0202.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0204.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0205.png,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0207.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_006.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_009.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_010.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_016.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_024.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_027.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_029.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_035.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_040.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_042.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_045.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_046.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_047.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_053.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_054.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_055.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_056.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_058.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_060.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_061.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_062.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_063.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_065.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_067.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_070.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_074.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_080.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_086.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_091.jpg,,False
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_096.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_1.JPG,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_16.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_2.JPG,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_23.png,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_24.png,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_28.png,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_32.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_36.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_37.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_4.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_40.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_5.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_51.png,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_54.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_56.png,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_58.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_59.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_60.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_61.jpg,,False
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_62.png,,False
