breed,path_a,path_b,distance
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_33.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_029.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_4.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_035.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_44.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_040.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_46.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_042.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_49.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_045.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_5.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_046.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_50.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_047.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_56.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_053.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_57.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_054.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_58.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_055.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_59.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_056.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_60.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_058.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_61.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0071.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_62.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_060.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_63.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_061.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_64.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_062.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_65.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_063.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_67.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_065.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_7.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_067.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_72.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0178.png,8
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_72.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_070.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_76.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_074.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_81.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_080.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_84.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_85.png,8
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_87.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_086.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_91.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_091.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_92.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0200.png,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS03__Alambadi_96.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_096.jpg,6
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0002.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0202.png,8
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0094.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0110.png,8
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0164.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_056.jpg,8
alambadi,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS04__alambadi_0171.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\alambadi\DS11__Alambadi_063.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_23.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_23.png,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_28.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_021.jpg,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_36.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_030.jpg,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_58.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_58.jpg,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_72.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_259x195_27.jpg,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_89.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_89.jpg,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__Amritmahal_89.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_087.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS02__image_275x183_60.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS04__amritmahal_0144.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_11.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_003.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_12.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_25.png,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_16.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_008.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_18.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_010.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_19.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_011.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_20.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_013.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_23.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_016.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_24.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_017.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_27.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_020.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_28.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_021.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_29.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_43.png,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_35.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_029.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_36.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_030.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_37.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_031.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_40.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_035.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_44.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_039.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_47.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_042.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_51.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_047.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_52.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS04__amritmahal_0020.jpg,8
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_59.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_055.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_60.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_057.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_61.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_058.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_62.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_059.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_63.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_060.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_7.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_067.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_73.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_071.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_74.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_072.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_75.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_073.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_78.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_076.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_80.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_078.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_81.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_079.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_84.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_082.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_85.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_083.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_86.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_084.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_87.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_085.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_88.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_086.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_89.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_087.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS03__Amritmahal_93.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_092.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS04__amritmahal_0037.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS11__Amritmahal_010.jpg,6
amritmahal,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS04__amritmahal_0077.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\amritmahal\DS04__amritmahal_0100.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_12.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_12.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_120.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_120.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_13.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_035.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_133.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_133.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_133.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_039.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_137.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_228.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_137.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle12.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_162.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_162.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_162.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_071.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_175.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_175.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_175.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_085.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_181.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_181.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_181.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_092.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_182.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_182.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_202.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_202.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_214.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_214.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_214.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_129.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_216.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_216.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_216.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_131.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_228.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle12.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_229.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle72.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_45.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_175.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_55.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_186.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_57.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_57.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_57.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_188.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_81.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS07__Ayrshirecattle95.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_83.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_217.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_89.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_89.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS02__Ayrshire_89.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_223.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_1.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_001.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_10.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_002.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_103.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_006.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_105.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_008.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_106.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_009.jpg,8
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_107.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_010.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_11.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_013.jpg,6
ayrshire,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS03__Ayrshire_110.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\ayrshire\DS11__Ayrshire_014.jpg,6
