breed,dataset_code,dataset_full_name,original_filename,master_filename,master_path
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,768-512-22364010-thumbnail-16x9-buff-aspera.jpg,DS01__768-512-22364010-thumbnail-16x9-buff-aspera.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__768-512-22364010-thumbnail-16x9-buff-aspera.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,8x4-banni-5.jpg,DS01__8x4-banni-5.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__8x4-banni-5.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,8x4-murrha-1.jpg,DS01__8x4-murrha-1.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__8x4-murrha-1.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,baani-buffalo-bulls_0.jpg,DS01__baani-buffalo-bulls_0.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__baani-buffalo-bulls_0.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,banni-01.jpg,DS01__banni-01.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__banni-01.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,banni-baffalo-600x381.jpg,DS01__banni-baffalo-600x381.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__banni-baffalo-600x381.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,banni-baffalo.jpg,DS01__banni-baffalo.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__banni-baffalo.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Banni-breed-buffalo-2024-11-664044d7dcfeb7a1cc847304cc26ab5e.jpg,DS01__Banni-breed-buffalo-2024-11-664044d7dcfeb7a1cc847304cc26ab5e.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Banni-breed-buffalo-2024-11-664044d7dcfeb7a1cc847304cc26ab5e.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,banni-buffalo (1).jpg,DS01__banni-buffalo (1).jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__banni-buffalo (1).jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,banni-buffalo (2).jpg,DS01__banni-buffalo (2).jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__banni-buffalo (2).jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Banni-Buffalo-Breed-1024x576.png,DS01__Banni-Buffalo-Breed-1024x576.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Banni-Buffalo-Breed-1024x576.png
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Banni-Buffalo-Breed.jpg,DS01__Banni-Buffalo-Breed.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Banni-Buffalo-Breed.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Banni-Buffalo-Calf.jpg,DS01__Banni-Buffalo-Calf.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Banni-Buffalo-Calf.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Banni-Buffalo.jpg,DS01__Banni-Buffalo.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Banni-Buffalo.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Banni-Male-Buffalo-Breed-360x240.png,DS01__Banni-Male-Buffalo-Breed-360x240.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Banni-Male-Buffalo-Breed-360x240.png
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,bannibaffao.jpg,DS01__bannibaffao.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__bannibaffao.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,bbreed_murrah2.png,DS01__bbreed_murrah2.png,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__bbreed_murrah2.png
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,black-banni-buffalo.jpg,DS01__black-banni-buffalo.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__black-banni-buffalo.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,BN-10005-1.jpg,DS01__BN-10005-1.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__BN-10005-1.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,BN-10006-1.jpg,DS01__BN-10006-1.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__BN-10006-1.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,buffalo-1-1751204996.jpg,DS01__buffalo-1-1751204996.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__buffalo-1-1751204996.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,buffalo-1.jpg,DS01__buffalo-1.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__buffalo-1.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,buffalo-jaffarabadi.jpg,DS01__buffalo-jaffarabadi.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__buffalo-jaffarabadi.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,buffalo759.jpg,DS01__buffalo759.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__buffalo759.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Expert.jpg,DS01__Expert.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Expert.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,Express.jpg,DS01__Express.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__Express.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,f13781d73ba0235585d58fbe594c095d1663223747035455_original - Copy.jpg,DS01__f13781d73ba0235585d58fbe594c095d1663223747035455_original - Copy.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__f13781d73ba0235585d58fbe594c095d1663223747035455_original - Copy.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,f13781d73ba0235585d58fbe594c095d1663223747035455_original.jpg,DS01__f13781d73ba0235585d58fbe594c095d1663223747035455_original.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__f13781d73ba0235585d58fbe594c095d1663223747035455_original.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,f67ac1424c10d62b53ffaef51ce93dcc - Copy.jpg,DS01__f67ac1424c10d62b53ffaef51ce93dcc - Copy.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__f67ac1424c10d62b53ffaef51ce93dcc - Copy.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,f67ac1424c10d62b53ffaef51ce93dcc.jpg,DS01__f67ac1424c10d62b53ffaef51ce93dcc.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__f67ac1424c10d62b53ffaef51ce93dcc.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (1).jpeg,DS01__image (1).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (1).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (10).jpeg,DS01__image (10).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (10).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (11).jpeg,DS01__image (11).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (11).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (12).jpeg,DS01__image (12).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (12).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (4).jpeg,DS01__image (4).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (4).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (5).jpeg,DS01__image (5).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (5).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (6).jpeg,DS01__image (6).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (6).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (7).jpeg,DS01__image (7).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (7).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (8).jpeg,DS01__image (8).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (8).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image (9).jpeg,DS01__image (9).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image (9).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image.jpeg,DS01__image.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image.jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,image001DUIZ-770x433.jpg,DS01__image001DUIZ-770x433.jpg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__image001DUIZ-770x433.jpg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (1).jpeg,DS01__images (1).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (1).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (10) - Copy.jpeg,DS01__images (10) - Copy.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (10) - Copy.jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (10).jpeg,DS01__images (10).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (10).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (11).jpeg,DS01__images (11).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (11).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (12).jpeg,DS01__images (12).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (12).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (125).jpeg,DS01__images (125).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (125).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (13).jpeg,DS01__images (13).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (13).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (14).jpeg,DS01__images (14).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (14).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (15) - Copy.jpeg,DS01__images (15) - Copy.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (15) - Copy.jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (15).jpeg,DS01__images (15).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (15).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (16) - Copy.jpeg,DS01__images (16) - Copy.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (16) - Copy.jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (16).jpeg,DS01__images (16).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (16).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (17).jpeg,DS01__images (17).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (17).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (19).jpeg,DS01__images (19).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (19).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (2) - Copy.jpeg,DS01__images (2) - Copy.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (2) - Copy.jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (2).jpeg,DS01__images (2).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (2).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (20).jpeg,DS01__images (20).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (20).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (21).jpeg,DS01__images (21).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (21).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (22).jpeg,DS01__images (22).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (22).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (23).jpeg,DS01__images (23).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (23).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (24).jpeg,DS01__images (24).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (24).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (25).jpeg,DS01__images (25).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (25).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (26).jpeg,DS01__images (26).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (26).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (27).jpeg,DS01__images (27).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (27).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (28).jpeg,DS01__images (28).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (28).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (29).jpeg,DS01__images (29).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (29).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (3) - Copy.jpeg,DS01__images (3) - Copy.jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (3) - Copy.jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (3).jpeg,DS01__images (3).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (3).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (30).jpeg,DS01__images (30).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (30).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (31).jpeg,DS01__images (31).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (31).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (32).jpeg,DS01__images (32).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (32).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (33).jpeg,DS01__images (33).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (33).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (34).jpeg,DS01__images (34).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (34).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (35).jpeg,DS01__images (35).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (35).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (36).jpeg,DS01__images (36).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (36).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (37).jpeg,DS01__images (37).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (37).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (38).jpeg,DS01__images (38).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (38).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (39).jpeg,DS01__images (39).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (39).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (4).jpeg,DS01__images (4).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (4).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (40).jpeg,DS01__images (40).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (40).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (41).jpeg,DS01__images (41).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (41).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (42).jpeg,DS01__images (42).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (42).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (43).jpeg,DS01__images (43).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (43).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (44).jpeg,DS01__images (44).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (44).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (45).jpeg,DS01__images (45).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (45).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (46).jpeg,DS01__images (46).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (46).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (47).jpeg,DS01__images (47).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (47).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (49).jpeg,DS01__images (49).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (49).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (5).jpeg,DS01__images (5).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (5).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (50).jpeg,DS01__images (50).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (50).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (51).jpeg,DS01__images (51).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (51).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (52).jpeg,DS01__images (52).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (52).jpeg
banni,DS01,A-Comprehensive-Visual-Dataset-of-17-Indian-Government-Recognized-Buffalo-Breeds,images (53).jpeg,DS01__images (53).jpeg,D:\Projects\Federated_Learning\Master-Dataset\master_dataset\banni\DS01__images (53).jpeg
